Words                  Count    
state                    1      
true                     1      
ss                       1      
interrupting             1      
curv--                   1      
on--                     1      
cir--                    1      
flow--                   1      
spring                   1      
seem                     1      
longer                   1      
splat                    1      
anyth--                  1      
general                  1      
gist                     1      
stas--                   1      
single                   1      
important                1      
igloo                    1      
apa--                    1      
brrrr                    1      
pur--                    1      
imagi--                  1      
don--                    1      
car--                    1      
par--                    1      
overlaps                 1      
int--                    1      
ang--                    1      
cott--                   1      
fenc--                   1      
roo--                    1      
wes--                    1      
believe                  1      
left--                   1      
noticed                  1      
wondered                 1      
park--                   1      
let--                    1      
fra--                    1      
pleased                  1      
dawn                     1      
mu--                     1      
team                     1      
given                    1      
heading--                1      
inch--                   1      
ent--                    1      
aron--                   1      
unde--                   1      
overg--                  1      
steering                 1      
draw--                   1      
ov--                     1      
strai--                  1      
ni--                     1      
gir--                    1      
tail                     1      
sai--                    1      
watching                 1      
careful                  1      
weeds                    1      
mona--                   1      
everywhere               1      
pff                      1      
les--                    1      
corn--                   1      
mess                     1      
red                      1      
herring                  1      
spent                    1      
ages                     1      
zzz                      1      
vent--                   1      
avalan--                 1      
hid--                    1      
involved                 1      
bee--                    1      
conc--                   1      
sugar                    1      
pe--                     1      
brain                    1      
goodness                 1      
knows                    1      
lucky                    1      
thingy                   1      
chink                    1      
bddllpp                  1      
touched                  1      
sssh                     1      
road                     1      
explorers                1      
landed                   1      
unfortunately            1      
culpa                    1      
pint                     1      
outs--                   1      
light                    1      
perspective              1      
diet                     1      
scrumpy                  1      
jacks                    1      
doctor                   1      
rose                     1      
corral                   1      
hurry                    1      
manager                  1      
owe                      1      
money                    1      
alles                    1      
gemacht                  1      
carefully                1      
confuses                 1      
bulges                   1      
fingers                  1      
closest                  1      
skip                     1      
shores                   1      
standpoint               1      
mea                      1      
wal--                    1      
frast                    1      
listening                1      
managed                  1      
em--                     1      
emerge                   1      
aband--                  1      
irrelevant               1      
skirted                  1      
verstanden               1      
english                  1      
shouldnae                1      
edg--                    1      
blackboard               1      
mis--                    1      
graph                    1      
misread                  1      
buh                      1      
lakes                    1      
mon--                    1      
detours                  1      
collaps--                1      
swinging                 1      
bulbous                  1      
atop                     1      
partial                  1      
mirror                   1      
groovy                   1      
grass                    1      
yea--                    1      
listen                   1      
lean                     1      
honest                   1      
dri--                    1      
westwards                1      
--boks                   1      
po--                     1      
identical                1      
wondering                1      
obstruction              1      
themselves               1      
extend                   1      
barring                  1      
disthouse                1      
situated                 1      
coa--                    1      
equilateral              1      
slo--                    1      
pu--                     1      
rise                     1      
trough                   1      
poin--                   1      
concavity                1      
mak--                    1      
adding                   1      
passes                   1      
weird                    1      
strokes                  1      
normally                 1      
work                     1      
grab                     1      
mm--                     1      
begin                    1      
af--                     1      
qu--                     1      
outcrop                  1      
retrack                  1      
mucked                   1      
northwestwards           1      
favour                   1      
habit                    1      
young                    1      
gosh                     1      
missus                   1      
lindsey                  1      
inshot                   1      
mistakes                 1      
eastwards                1      
names                    1      
valerie                  1      
slopey                   1      
half--                   1      
acute                    1      
remo--                   1      
view                     1      
obstructions             1      
invert                   1      
az--                     1      
bana--                   1      
fro--                    1      
gi--                     1      
belo--                   1      
redraw                   1      
suggest                  1      
lllll                    1      
dubbed                   1      
minu--                   1      
diag--                   1      
miss--                   1      
include                  1      
mil--                    1      
jut                      1      
en--                     1      
recess                   1      
wo--                     1      
forg--                   1      
cent--                   1      
stems                    1      
thir--                   1      
allot--                  1      
all--                    1      
sar--                    1      
lousy                    1      
--grown                  1      
heeee                    1      
ed--                     1      
narrow                   1      
generally                1      
sink                     1      
flagships                1      
semicircular             1      
sudden--                 1      
cam--                    1      
appro--                  1      
hori--                   1      
ended                    1      
follows                  1      
ruler                    1      
centimetr--              1      
competely                1      
--metres                 1      
spri--                   1      
outsides                 1      
causing                  1      
stations                 1      
veering                  1      
dia--                    1      
pit                      1      
jagged                   1      
killed                   1      
o'clockish               1      
dilect--                 1      
